anunciante,area_privativa,area_total,atualizacao,bairro,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Malbeck Imóveis,"129,00 m²"," 129,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,324267,19379,,,SQN 208,2,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-208-324267,870,1.870.000,14.496
Casal Brokers,"38,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,553883,28008,,,SHN Quadra 4,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-553883,,387.000,10.184
Julisce Alencar Moraes,"157,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,512306,12971,,,SQN 212 Bloco H,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-212-bloco-h-512306,,1.650.000,10.509
Nilson Rabelo Corretor de Imóveis,"153,90 m²"," 153,90 m²",01/07/2022,ASA NORTE,BRASÍLIA,496730,11491,,,SQN 313,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-313-496730,1.115,1.250.000,8.122
Foco,"37,90 m²",,01/07/2022,ASA NORTE,BRASÍLIA,454011,26188,,,SHTN Trecho 1,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-1-454011,805,475.000,12.532
Liberty Imóveis,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,455073,24105,,,SHTN Trecho 2 Lote 3,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-455073,478,510.000,13.421
Exclusive Imoveis,"35,00 m²"," 48,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,515296,26600,,,CLN 109 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-109-bloco-a-515296,350,310.000,8.857
Amigo Imóveis,"42,00 m²"," 45,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,228567,4522,,,SQN 314 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-314-bloco-a-228567,,410.000,9.761
Lauro Soares,"48,00 m²"," 48,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,564536,13433,,,SQN 210,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-564536,412,595.000,12.395
Markus Ferreira ,"44,00 m²"," 44,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,511606,9735,,,SHN Quadra 1,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-511606,,460.000,10.454
Bloco Imob,"100,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,530407,25854,,,SHN Quadra 5,2,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shn-quadra-5-530407,2.000,1.230.000,12.300
Thaís Imobiliaria,"71,00 m²"," 100,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,474226,CJ1704,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-474226,90,449.000,6.323
Smart Imob,"99,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,498180,24786,,,SQN 314,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-314-498180,,1.100.000,11.111
Bordalo PRIME Imobiliária ,"124,00 m²"," 197,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,443386,23761,,,SQN 307,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-307-443386,1.185,1.390.000,11.209
TAU Construtora e Imobiliária,"95,00 m²"," 120,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,538289,13252,,,SQN 409,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-409-538289,550,690.000,7.263
Dalledone Imóveis,"33,40 m²",,01/07/2022,ASA NORTE,BRASÍLIA,551061,18925,,,SHN Quadra 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-551061,821,310.000,9.281
Smart Imob,"28,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,444757,24786,,,SCRN 708/709 Bloco G,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-708-709-bloco-g-444757,249,230.000,8.214
Gabriela Artiaga ,"127,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,541835,26108,,,SQN 105 Bloco J,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-105-bloco-j-541835,,1.390.000,10.944
Átila Cseke Corretor de Imóveis,"140,97 m²"," 250,01 m²",01/07/2022,ASA NORTE,BRASÍLIA,555641,16.404,,,SQN 114 Bloco C,3,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-555641,,2.481.997,17.606
Daleprane Inteligência Imobiliária,"66,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,554154,25937,,,SHCGN 703,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-703-554154,,810.000,12.272
Welington C. Lima,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,471843,24838,,,SHCGN 703,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shcgn-703-471843,,690.732,17.268
Malbeck Imóveis,"130,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,261740,19379,,,SQN 208,2,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-261740,,1.500.000,11.538
Buriti imóveis,"137,00 m²"," 207,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,351113,358,,,SQN 215,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-215-351113,,1.600.000,11.678
Paulo Alencar Imóveis,"41,78 m²",,01/07/2022,ASA NORTE,BRASÍLIA,509178,6131,,,SQN 216 Bloco H,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-bloco-h-509178,,450.000,10.770
JCMAX Imobiliária,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,514029,27779,,,CLN 316 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-316-bloco-d-514029,399,199.999,6.896
Claudia Rodrigues assessoria imobiliaria,"140,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,529285,10917,,,SCLRN 714,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-714-529285,,490.000,3.500
Marcos Antonio Patrimonio Imobiliário,"25,30 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,278156,CJ27154,,,SGAN 911 Módulo G ,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g--278156,315,255.000,10.079
Pilotis Vendas,"192,00 m²"," 192,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,555351,22309,,,SQN 110,2,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-555351,2.300,2.350.000,12.239
Alex Alane,"58,37 m²",,01/07/2022,ASA NORTE,BRASÍLIA,541528,6713,,,SQN 216,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-541528,,675.000,11.564
Conexão Brasília,"38,00 m²"," 44,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516006,24791,,,SCRN 714/715,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-714-715-516006,,268.000,7.052
Soma Imóveis,"91,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,563540,26903,,,SQN 305 Bloco J,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-305-bloco-j-563540,629,1.270.000,13.956
Imobiliária Zoom,"98,00 m²"," 98,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,508871,20940,,,SQN 311 Bloco A,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-a-508871,,1.200.000,12.244
KR Imóveis,"299,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,472617,12180,,,SQN 309,4,5,5,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-472617,,3.400.000,11.371
Cristiane Poleto Imóveis,"41,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,449980,11104,,,SCLRN 710 Bloco F,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sclrn-710-bloco-f-449980,140,260.000,6.341
Massuh Imóveis ,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,555778,24825,,,SHN Quadra 5,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-555778,,388.000,10.210
Lauro Soares,"51,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,562062,13433,,,SHTN,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-562062,,640.000,12.549
Macedo Imoveis,"33,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,89832,11670,,,SHN Quadra 1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-89832,,290.000,8.787
Matias,"96,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,511671,20759,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-511671,638,900.000,9.375
Ariete Ribas Consultoria Imobiliária,"80,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,548776,25093,,,SQN 405,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-405-548776,700,750.000,9.375
INVEST FLAT,"27,00 m²"," 27,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,560585,13012,,,SGAN 911,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-911-560585,,245.000,9.074
Mude Negócios Imobiliários ,"130,00 m²"," 130,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,524513,25727,,,SQN 202,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-202-524513,,1.650.000,12.692
Abadia Imóveis ,"167,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,549590,8538,,,SQN 115,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-115-549590,,2.000.000,11.976
Teresinha de Jesus,"1,15 m²",,01/07/2022,ASA NORTE,BRASÍLIA,561319,22782,,,SQN 309 Bloco O,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-o-561319,1.280,1.500.000,1.304.347
Lawall Imoveis Bsb,"53,00 m²"," 75,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,130199,16452,,,SQN 316 BLOCO D,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-316-bloco-d-130199,350,590.000,11.132
ZS Construtora,"110,00 m²"," 110,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,342589,24741,,,SQN 408 Bloco C,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-408-bloco-c-342589,350,1.135.000,10.318
Tiago Escritório Imobiliário,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,531038,9168,,,SGAN 911 Módulo G ,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g--531038,,270.000,9.310
Vilma Vaz Corretora,"65,00 m²"," 70,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,531049,7107,,,SQN 313 Bloco F,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-313-bloco-f-531049,560,750.000,11.538
Artiaga Imóveis,"33,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,51235,8192,,,SCRN 708/709 Bloco D,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-708-709-bloco-d-51235,364,369.960,11.210
Gustavo Miranda,"204,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,471524,9647,,,SQN 303,2,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-303-471524,,2.900.000,14.215
Jorge Neves,"387,85 m²"," 643,90 m²",01/07/2022,ASA NORTE,BRASÍLIA,332180,20013,,,SQN 207 Bloco D,4,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-207-bloco-d-332180,,0, 
Lamartine Imóveis,"52,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,221458,9451,,,SHTN,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-221458,,750.000,14.423
Markus Ferreira ,"56,00 m²"," 56,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,572285,9735,,,SQN 402,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-572285,,650.000,11.607
Ariete Ribas Consultoria Imobiliária,"62,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,548808,25093,,,SQN 416,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-416-548808,470,640.000,10.322
Luzia Mello Imóveis,"115,00 m²"," 115,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,565441,19422,,,SQN 115 Bloco H,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-115-bloco-h-565441,1.000,990.000,8.608
Marilene Macedo,"120,00 m²"," 130,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,226355,8904,,,SQN 311,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-311-226355,,1.080.000,9.000
Marcos Antonio Patrimonio Imobiliário,"95,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,565885,CJ27154,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-565885,,730.000,7.684
Nilvan V. Abreu,"55,00 m²"," 60,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,327802,13974,,,SCLRN 714 Bloco F,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-714-bloco-f-327802,,300.000,5.454
Bloco H,"86,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,527324,22512,,,SQN 312 Bloco G,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-312-bloco-g-527324,530,699.000,8.127
Cúpula Empreendimentos Imobiliários,"27,00 m²"," 27,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,511413,17610,,,SHN Quadra 4,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-511413,,295.000,10.925
Plano Imobiliária,"30,00 m²"," 33,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,145008,5179,,,CLN 113 BLOCO D,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-113-bloco-d-145008,377,200.000,6.666
Bei Haus Imoveis,"57,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,540361,21316,,,SQN 216 Bloco G,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-bloco-g-540361,,650.000,11.403
Dall'Oca Imóveis ,"75,00 m²"," 75,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,492692,4883,,,SQN 402 Bloco F,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-bloco-f-492692,750,695.000,9.266
Markus Ferreira ,"22,41 m²"," 22,41 m²",01/07/2022,ASA NORTE,BRASÍLIA,477879,9735,,,SHN Quadra 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-477879,,269.000,12.003
Casa Branca Escritório Imobiliário ,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,261322,15576,,,SHN Quadra 4,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-261322,900,530.000,8.833
CLEITON CARVALHO ,"188,00 m²"," 188,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,460966,26484,,,SQN 304,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-304-460966,840,2.150.000,11.436
JCMAX Imobiliária,"27,00 m²"," 27,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,454870,27779,,,SGAN 911 Módulo B,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-b-454870,349,249.900,9.255
Silveira Imóveis,"37,00 m²"," 37,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,376327,23556,,,SCLRN 712 Bloco E,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-712-bloco-e-376327,,220.000,5.945
61 Imóveis - Netimóveis,"55,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,569897,21418,,,SQN 116 Bloco H,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-h-569897,461,740.000,13.454
Amorim Corretor de Imóveis,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,566317,28397,,,SHN Quadra 02 Bloco A,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-02-bloco-a-566317,,285.000,10.178
Casa Nova Imóveis,"137,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,513176,7783,,,SQN 112 Bloco A,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-112-bloco-a-513176,,1.500.000,10.948
Massuh Imóveis ,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,525171,24825,,,SHN Quadra 5,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-525171,1.400,410.000,10.789
Emprend Imobiliária ,"25,12 m²",,01/07/2022,ASA NORTE,BRASÍLIA,555866,24038,,,SGAN 912 Módulo C,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-modulo-c-555866,358,230.000,9.156
CBL Imóveis ,"40,00 m²"," 40,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,453697,10075,,,CLN 109,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-109-453697,350,315.000,7.875
IC Corretora de Imóveis,"175,60 m²",,01/07/2022,ASA NORTE,BRASÍLIA,314805,24347,,,SQN 110 Bloco D,3,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-110-bloco-d-314805,,0, 
 3A imobiliária Dalmo&Dailton,"36,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,555964,26907,,,CLN 409 Bloco D,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-409-bloco-d-555964,,145.000,4.027
Ironilda Corretora de Imóveis,"73,00 m²"," 177,15 m²",01/07/2022,ASA NORTE,BRASÍLIA,322644,9436,,,SQN 211 Bloco E,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-e-322644,,1.250.000,17.123
Anaiara Ribeiro,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,514948,22303,,,STN,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-stn-514948,367,260.000,9.285
Premier Imob,"299,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,508639,23749,,,SQN 309 Bloco D,4,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-d-508639,3.400,3.200.000,10.702
Solo Forte,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,550969,3312,,,SHCGN 706 Bloco R,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-706-bloco-r-550969,,620.000,10.333
Manu Netimóveis,"20,69 m²",,01/07/2022,ASA NORTE,BRASÍLIA,505802,11983,,,CLN 410,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-410-505802,202,200.000,9.666
Guerri Investimentos Imobiliários,"27,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,562306,12641,,,STN,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-stn-562306,,265.000,9.814
Balzani Corretor de Imóveis,"96,00 m²"," 120,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,485287,22957,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-485287,638,940.000,9.791
Jorge Augusto Corretor de Imóveis,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,463190,10146,,,CLN 115 Bloco B,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-115-bloco-b-463190,260,170.000,5.862
Bordalo PRIME Imobiliária ,"27,00 m²"," 27,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,188038,23761,,,SHN Quadra 4,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-188038,1.260,329.000,12.185
Thaís Imobiliaria,"74,00 m²"," 74,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,567411,CJ1704,,,SQN 314,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-314-567411,0,950.000,12.837
VERAIMOVEIS,"39,00 m²"," 39,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,433123,10195,,,SHN Quadra 5,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-433123,,380.000,9.743
Brasal Incorporações,"250,00 m²"," 447,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,199737,11091,,,SQN 114 Bloco C,3,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-199737,,3.130.719,12.522
Amigo Imóveis,"92,00 m²"," 166,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,221805,4522,,,SQN 109 Bloco H,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-109-bloco-h-221805,779,1.199.000,13.032
Beiramar Imóveis,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,255959,9486,,,SHCGN 711,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-shcgn-711-255959,190,180.000,6.428
61 Imóveis - Netimóveis,"56,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,403027,21418,,,SQN 209,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-209-403027,400,780.000,13.928
INVEST FLAT,"44,00 m²"," 44,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,504196,13012,,,SHN Quadra 1,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-504196,,450.000,10.227
ZS Construtora,"102,40 m²",,01/07/2022,ASA NORTE,BRASÍLIA,479328,24741,,,SQN 313,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-313-479328,887,1.200.000,11.718
Elaine Cristina de Araújo,"30,00 m²"," 50,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,348443,10078,,,SCRN 712/713 Bloco E,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-e-348443,360,240.000,8.000
Antônio Filho Imobiliária,"44,00 m²"," 44,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516988,23921,,,SCRN 704/705 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-bloco-d-516988,530,290.000,6.590
INVEST FLAT,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,481287,13012,,,SHN Quadra 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-481287,,350.000,9.210
Neiva,"27,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,394833,25552,,,SCLRN 713,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-713-394833,100,200.000,7.407
Thaís Imobiliaria,"27,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,529714,CJ1704,,,SCLRN 713 Bloco F,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-713-bloco-f-529714,120,200.000,7.407
Smart Imob,"270,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,553696,24786,,,SQN 310,3,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-553696,,2.490.000,9.222
TRK  Imóveis,"38,00 m²"," 44,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,323956,22784,,,SCRN 708/709,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-708-709-323956,300,300.000,7.894
