anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Conceição Martins,"72,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,531699,27515,,,Rua 37,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-37-531699,,500.000,6.944
Katiene Rabelo,"81,88 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,422879,27839,,,Quadra 301 Rua B Conjunto 1,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-301-rua-b-conjunto-1-422879,,618.298,7.551
Igor Moraes Imóveis,"128,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,564917,14663,,,Avenida das Araucárias,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-564917,,0, 
Matias,"64,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,558278,20759,,,QS 5 Rua 300,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-300-558278,540,360.000,5.625
Elizandra Assis Imóveis,"34,41 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,564438,27323,,,Rua COPAIBA,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-copaiba-564438,360,360.000,10.462
FM Imóveis,"198,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,510094,25085,,,Quadra 202,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-202-510094,,1.500.000,7.575
JDM Imobiliária,"142,00 m²"," 362,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,365568,26287,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-365568,790,1.200.000,8.450
Hamilton Rocha Imóveis,"60,00 m²"," 60,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,477172,27564,,,Rua 30,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-477172,500,495.000,8.250
JDM Imobiliária,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,490879,26287,,,Rua 24,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-24-490879,290,315.000,9.545
Liberty Imóveis,"30,00 m²"," 30,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,529501,24105,,,Rua 36,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-36-529501,800,235.000,7.833
IG Negócios Imobiliários,"64,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,513451,25745,,,Quadra 101,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-101-513451,470,530.000,8.281
Brasilis Netimóveis,"162,00 m²"," 162,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,260558,23649,,,Quadra 101,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-101-260558,1.000,1.546.452,9.546
Massuh Imóveis ,"64,00 m²"," 64,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,570021,24825,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-570021,,495.000,7.734
TAU Construtora e Imobiliária,"168,00 m²"," 284,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,515489,13252,,,Rua 28,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-515489,1.285,1.500.000,8.928
Melhor do Imóvel,"32,00 m²"," 45,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,418298,11991,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-418298,380,290.000,9.062
Daniela Caldas,"60,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,498499,26447,,,Quadra 205,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-205-498499,,430.000,7.166
For Life Imóveis,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,511128,27678,,,Rua 37,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-37-511128,,528.000,11.000
Brasília Imóveis,"35,00 m²"," 47,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,522539,22840,,,Avenida Jequitibá,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-522539,229,185.000,5.285
61 Imóveis - Netimóveis,"147,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,473016,21418,,,Rua 22,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-22-473016,1.350,1.000.000,6.802
SOUSA IMÓVEIS,"68,00 m²"," 68,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,573285,15697,,,Avenida Pau Brasil,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-573285,389,520.000,7.647
Lidiane Cristina da Costa,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,538412,27132,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-30-538412,660,540.000,7.714
Thaís Imobiliaria,"54,00 m²"," 60,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,498267,CJ1704,,,Rua 25,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-25-498267,488,530.000,9.814
Marcos Santos,"112,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,520912,24074,,,Avenida Parque Águas Claras,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-520912,,980.000,8.750
GRM GESTÃO DE IMÓVEIS,"35,00 m²"," 35,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,568765,26469,,,Rua COPAIBA,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-copaiba-568765,354,300.000,8.571
Milene Imóveis,"185,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,501112,11904,,,Avenida Parque Águas Claras,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-501112,,1.450.000,7.837
LF Corretores Associados,"38,50 m²"," 38,50 m²",03/07/2022,SUL,,ÁGUAS CLARAS,569571,18162,,,Quadra 208,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-208-569571,299,249.900,6.490
Paulo Roberto Silva,"31,87 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,559221,11968,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-559221,,254.999,8.001
Patricia Melo,"70,00 m²"," 94,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,550982,13725,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-550982,550,610.000,8.714
Patricia Melo,"42,00 m²"," 54,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,554096,13725,,,Avenida Jequitibá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-554096,405,320.000,7.619
Fernandes & Coelho Imóveis,"150,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,483729,25533,,,Quadra 207,3,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-483729,990,1.598.000,10.653
Welington Corretor,"91,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,501097,24138,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-501097,,565.000,6.208
Maxximo Imóveis,"135,00 m²"," 135,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,494413,25158,,,Alameda Gravatá Quadra 301 Conjunto 08,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-08-494413,669,850.000,6.296
Cíntia Saraiva,"92,98 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,551130,26830,,,Rua 36,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-551130,,891.000,9.582
Athaydes Imóveis,"142,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,564509,25253,,,Quadra 201,,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-201-564509,,1.200.000,8.450
Amorim Corretor de Imóveis,"78,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,565037,28397,,,Rua 20,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-20-565037,750,585.000,7.500
Atalaia Empreendimentos Imobiliários,"127,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,567369,17841,,,Quadra 205,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-205-567369,800,890.000,7.007
Lauro Soares,"113,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,562176,13433,,,Quadra 104,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-104-562176,750,790.000,6.991
Baroli,"85,00 m²"," 126,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,465784,20331,,,Rua 8,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-8-465784,841,669.900,7.881
Imóveis do DF,"86,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,513327,15605,,,Rua 4,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-4-513327,574,630.000,7.325
AJF Imóveis Imobiliária,"39,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,524054,28105,,,Avenida Sibipiruna,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-sibipiruna-524054,400,370.000,9.487
Juliana Storoz Consultória,"83,00 m²"," 83,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,492280,24341,,,Quadra 207,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-492280,500,725.000,8.734
Ariete Ribas Consultoria Imobiliária,"160,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,506014,25093,,,Rua 4,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-4-506014,1.159,950.000,5.937
Robson Vieira,"61,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,520062,23080,,,Rua 24,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-24-520062,480,580.000,9.508
Hamilton Rocha Imóveis,"106,00 m²"," 106,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,516512,27564,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-516512,950,880.000,8.301
Patrícia Dalosto Consultora Imobiliária,"36,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,526919,20420,,,Avenida Jacarandá,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-526919,375,290.000,8.055
Bloco Imob,"74,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,568993,25854,,,Rua 21,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-568993,442,585.000,7.905
New Home Assessoria imobiliária,"45,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,563748,28276,,,Rua 4,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-4-563748,422,430.000,9.555
Atalaia Empreendimentos Imobiliários,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,510742,17841,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-510742,390,300.000,9.375
Victor Cruz Escritório Imobiliário,"33,00 m²"," 33,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,509092,27313,,,Rua COPAIBA,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-copaiba-509092,370,360.000,10.909
Lamartine Imóveis,"168,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,439621,9451,,,Rua BURITI,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-buriti-439621,,1.230.000,7.321
Lopes Capital,"42,00 m²"," 42,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,560574,25241,,,Quadra 208,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-208-560574,400,330.000,7.857
Imobiliária Real,"181,00 m²"," 181,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,561831,9572,,,Quadra 204,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-204-561831,1.242,1.420.000,7.845
Fernandes & Coelho Imóveis,"85,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,456524,25533,,,Rua 18,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-18-456524,560,620.000,7.294
Jeziel Mendes Assessoria Imobiliária,"118,00 m²"," 118,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,516432,11706,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-516432,,1.250.000,10.593
Pc- escritório imobiliário  ,"98,00 m²"," 98,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,498280,6905,,,Rua 8,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-8-498280,690,1.060.000,10.816
JMD Consultores Imobiliários,"70,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,547441,14107,,,Rua 12,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-12-547441,660,439.990,6.285
Thaís Imobiliaria,"38,00 m²"," 38,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,521530,CJ1704,,,Rua MANACA,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-manaca-521530,449,329.000,8.657
Rose Moura,"162,00 m²"," 3.000,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,377840,11019,,,Quadra 101,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-101-377840,100,1.450.000,8.950
Elenice Monteiro,"50,00 m²"," 74,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,351881,9386,,,Avenida Parque Águas Claras,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-351881,360,430.000,8.600
Imóveis do DF,"40,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,516284,15605,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-516284,350,330.000,8.250
Flávio Mendes Imóveis,"128,00 m²"," 128,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,391930,20162,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-391930,650,1.080.000,8.437
Fernandes & Coelho Imóveis,"110,46 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,573154,25533,,,Rua IPE AMARELO,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-ipe-amarelo-573154,881,774.000,7.007
Arnaldo Queiroz,"110,00 m²"," 110,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,503606,25705,,,Avenida das Castanheiras,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-503606,786,720.000,6.545
Sandro Almeida Assessoria Imobiliária,"102,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,553880,26296,,,Rua 33,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-33-553880,690,830.000,8.137
RL Consultor Imobiliário,"139,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,474390,20199,,,Quadra 104,1,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-104-474390,,860.000,6.187
Amorim Corretor de Imóveis,"70,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,337355,28397,,,Rua 28,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-28-337355,,480.000,6.857
SW Imóveis,"70,00 m²"," 110,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,483913,26356,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-483913,521,650.000,9.285
Cláudio Corretor de Imóveis,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554657,12027,,,AVENIDA ARAUCARIAS,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-araucarias-554657,,297.000,9.281
TAU Construtora e Imobiliária,"66,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,478710,13252,,,Quadra 301 Rua A Conjunto 1,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-301-rua-a-conjunto-1-478710,380,450.000,6.818
Atalaia Empreendimentos Imobiliários,"116,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,499373,17841,,,Alameda das Acácias Quadra 107,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-alameda-das-acacias-quadra-107-499373,1.000,870.000,7.500
Lauro Soares,"71,00 m²"," 71,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,525636,13433,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-525636,590,649.000,9.140
Paulo Roberto Silva,"30,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,501150,11968,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-501150,,329.999,10.999
Gilson Lima,"62,00 m²"," 62,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,525542,12604,,,Quadra 208,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-208-525542,450,540.000,8.709
Thaís Imobiliaria,"80,00 m²"," 138,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,416663,CJ1704,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-416663,950,600.000,7.500
Daleprane Inteligência Imobiliária,"57,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,395609,25937,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-395609,600,490.000,8.596
Rodolfo Imóveis,"87,29 m²"," 156,12 m²",03/07/2022,SUL,,ÁGUAS CLARAS,502897,CJ10842,,,Rua 12,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-12-502897,456,650.000,7.446
Igor Moraes Imóveis,"271,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,546372,14663,,,Avenida das Castanheiras,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-546372,,1.490.000,5.498
Actual Imóveis,"84,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,510068,5698,,,Quadra 207,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-510068,,699.000,8.321
Lígia Almeida Imóveis,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,526804,25051,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-526804,272,290.000,8.529
Lamartine Imóveis,"132,00 m²"," 132,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,391482,9451,,,Avenida Pau Brasil,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-391482,,800.000,6.060
GN Escritório Imobiliário,"262,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,335740,9354,,,Rua 21,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-21-335740,,2.149.000,8.202
Johnson Santiago,"81,00 m²"," 81,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,485341,21559,,,Alameda dos Eucaliptos Quadra 107,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-485341,,595.000,7.345
Paulo Monte,"28,00 m²"," 28,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,417218,12527,,,Quadra 209,,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-quadra-209-417218,,225.000,8.035
APG escritório imobiliário,"92,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,479477,5548,,,Rua ALECRIM,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-alecrim-479477,720,698.000,7.586
FM Imóveis,"189,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,439690,25085,,,Rua Babaçu,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-babacu-439690,1.300,1.590.000,8.412
Ferola Empreendimentos Imobiliários,"109,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,446971,11476,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-446971,880,850.000,7.798
FM Imóveis,"83,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,529200,25085,,,Rua 8,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-8-529200,,730.000,8.795
Meu Imóvel,"91,00 m²"," 115,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,572303,25698,,,Rua 36,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-572303,600,805.217,8.848
RE/MAX Veritas,"62,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,505047,24313,,,Quadra 103,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-103-505047,470,420.000,6.774
Thaís Imobiliaria,"44,00 m²"," 57,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,540040,CJ1704,,,Rua COPAIBA,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-copaiba-540040,480,540.000,12.272
IMOBZAP,"60,00 m²"," 83,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,571597,15822,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-571597,530,514.900,8.581
Câmara Imóveis,"110,00 m²"," 110,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,520081,25474,,,Rua 13,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-520081,786,720.000,6.545
Illuminar Consultoria Imobiliária,"60,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,388517,26177,,,QS 5 Rua 310,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-388517,390,290.000,4.833
Thaís Imobiliaria,"59,00 m²"," 59,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,529718,CJ1704,,,QS 5 Rua 120,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-120-529718,540,370.000,6.271
Domum Escritório Imobiliários,"41,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,570925,25222,,,QS 5 Rua 311,,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-311-570925,210,190.000,4.634
Beiramar Imóveis,"37,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,460310,9486,,,Rua 20,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-20-460310,270,330.000,8.918
Cláudio Corretor de Imóveis,"92,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571281,12027,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-571281,,870.000,9.456
